Clans,Pfam_List,Pfam_List_in_combine
CL0364,"['PF00391', 'PF00694', 'PF00988', 'PF01989', 'PF02225', 'PF03737', 'PF04199', 'PF06434', 'PF09940', 'PF17676']","['PF00694', 'PF00988']"
CL0365,"['PF02603', 'PF07085']",[]
CL0366,"['PF01398', 'PF03665', 'PF04002', 'PF05021', 'PF14464', 'PF15659', 'PF20011']","['PF01398', 'PF03665', 'PF05021']"
CL0367,"['PF00280', 'PF11720']",[]
CL0368,"['PF00882', 'PF02265', 'PF04307', 'PF09988', 'PF13803']",['PF00882']
CL0369,"['PF00686', 'PF02806', 'PF02922', 'PF06964', 'PF07821', 'PF08533', 'PF09071', 'PF09081', 'PF09083', 'PF09154', 'PF09178', 'PF09196', 'PF09244', 'PF09260', 'PF09508', 'PF10435', 'PF10438', 'PF11852', 'PF11941', 'PF12904', 'PF12980', 'PF14509', 'PF14702', 'PF16561', 'PF16657', 'PF16757', 'PF16874', 'PF17189', 'PF17386', 'PF17387', 'PF17450', 'PF17451', 'PF17677', 'PF17801', 'PF17834', 'PF18033', 'PF18120', 'PF18206', 'PF18230', 'PF18310', 'PF18390', 'PF18564', 'PF18612', 'PF18675', 'PF21156', 'PF21260', 'PF21331', 'PF21365', 'PF21653', 'PF21702']","['PF00686', 'PF02806', 'PF02922', 'PF14702', 'PF16757', 'PF17189', 'PF17387', 'PF17450', 'PF17677']"
CL0371,"['PF05356', 'PF19199']",[]
CL0373,"['PF03864', 'PF04454', 'PF05065', 'PF05125', 'PF06673', 'PF07068', 'PF08967', 'PF09950', 'PF10124', 'PF11651', 'PF17236', 'PF19307', 'PF19774', 'PF19821', 'PF20036', 'PF20911', 'PF21703']",[]
CL0374,"['PF00821', 'PF01293', 'PF07475']",[]
CL0375,"['PF00029', 'PF00822', 'PF00876', 'PF06653', 'PF06687', 'PF07062', 'PF07344', 'PF07803', 'PF10242', 'PF12351', 'PF12534', 'PF13903', 'PF14985', 'PF15108', 'PF18800', 'PF20517']","['PF00029', 'PF00876', 'PF07803', 'PF10242', 'PF12534', 'PF13903', 'PF14985', 'PF15108', 'PF18800', 'PF20517']"
CL0376,"['PF00344', 'PF01956', 'PF02096']","['PF00344', 'PF01956', 'PF02096']"
CL0377,"['PF01557', 'PF11010']",['PF01557']
CL0378,"['PF00501', 'PF03321', 'PF04443', 'PF16177']","['PF03321', 'PF16177']"
CL0379,"['PF01470', 'PF06162']",['PF01470']
CL0380,"['PF01231', 'PF03301', 'PF07014', 'PF08933']","['PF01231', 'PF03301']"
CL0381,"['PF00753', 'PF02112', 'PF12706', 'PF13483', 'PF13691', 'PF14597', 'PF16123', 'PF16661', 'PF17030', 'PF19583']","['PF13691', 'PF16123', 'PF16661']"
CL0382,"['PF00589', 'PF01028', 'PF05202', 'PF11917', 'PF12012', 'PF12835', 'PF13009', 'PF16684', 'PF16787', 'PF16795']","['PF01028', 'PF12012']"
CL0383,"['PF03483', 'PF11734']",['PF03483']
CL0385,"['PF00477', 'PF10685']",[]
CL0387,"['PF00186', 'PF01872']",['PF00186']
CL0388,"['PF07729', 'PF07840']",[]
CL0389,"['PF00917', 'PF03145', 'PF11529', 'PF11584', 'PF21355']","['PF00917', 'PF03145']"
CL0391,"['PF07986', 'PF08603']","['PF07986', 'PF08603']"
CL0392,"['PF00226', 'PF03656']",[]
CL0394,"['PF02635', 'PF04077', 'PF13686']",[]
CL0396,"['PF01284', 'PF04535', 'PF21786']",[]
CL0397,"['PF01206', 'PF10006', 'PF16514']",[]
CL0398,"['PF07521', 'PF07522']","['PF07521', 'PF07522']"
CL0399,"['PF01177', 'PF07302', 'PF14669', 'PF17645']",['PF14669']
CL0400,"['PF03047', 'PF04369', 'PF04604', 'PF08129', 'PF10439', 'PF11632', 'PF14406', 'PF16934', 'PF19155', 'PF19392', 'PF19409']",[]
CL0401,"['PF01203', 'PF04357', 'PF05170', 'PF05359', 'PF13109', 'PF13116', 'PF13502']",[]
CL0402,"['PF02933', 'PF03152', 'PF09262']","['PF02933', 'PF03152', 'PF09262']"
CL0403,"['PF06314', 'PF09844']",[]
CL0404,"['PF00528', 'PF02687', 'PF03739', 'PF07242']",[]
CL0405,"['PF02362', 'PF03754', 'PF09217', 'PF18243', 'PF20731']",[]
CL0406,"['PF05532', 'PF05957']",[]
CL0407,"['PF00352', 'PF02486', 'PF02675', 'PF05144', 'PF06029', 'PF07934', 'PF11858', 'PF17950', 'PF18106', 'PF18446']","['PF00352', 'PF07934', 'PF17950']"
CL0408,"['PF01048', 'PF01195', 'PF04414', 'PF06516', 'PF09754', 'PF10423', 'PF10450']","['PF01195', 'PF09754']"
CL0409,"['PF00616', 'PF00620', 'PF08101']",[]
CL0410,"['PF00562', 'PF04941']",['PF00562']
CL0411,"['PF05795', 'PF06022']",[]
CL0412,"['PF06197', 'PF10277']",['PF10277']
CL0413,"['PF01751', 'PF07057', 'PF09664', 'PF09983', 'PF11536', 'PF12965', 'PF13155', 'PF13362', 'PF13662', 'PF20469', 'PF21180']",['PF01751']
CL0414,"['PF04391', 'PF05099']",[]
CL0417,"['PF00653', 'PF07967', 'PF08600']","['PF00653', 'PF07967', 'PF08600']"
CL0418,"['PF01541', 'PF01986', 'PF09517', 'PF10544', 'PF13455', 'PF19239', 'PF19835', 'PF20815']",['PF01541']
CL0419,"['PF02050', 'PF02090', 'PF07321', 'PF09486', 'PF16789']",[]
CL0420,"['PF06942', 'PF11345']",[]
CL0421,"['PF06474', 'PF08139', 'PF13627']",[]
CL0422,"['PF00147', 'PF01410']",['PF01410']
CL0423,"['PF02627', 'PF04636']",['PF04636']
CL0424,"['PF02120', 'PF05258', 'PF09483']",[]
CL0425,"['PF00146', 'PF00361', 'PF10125']",['PF00146']
CL0426,"['PF00570', 'PF03874', 'PF08203', 'PF11408', 'PF11637', 'PF18305', 'PF21293']","['PF00570', 'PF03874']"
CL0428,"['PF03544', 'PF06519', 'PF13103']",[]
CL0429,"['PF02939', 'PF10890']",['PF02939']
CL0430,"['PF03653', 'PF04247', 'PF05425', 'PF07457', 'PF08592', 'PF09980', 'PF10027', 'PF13664', 'PF14007']",['PF13664']
CL0431,"['PF00235', 'PF01217', 'PF03259', 'PF03456', 'PF04086', 'PF04099', 'PF04628', 'PF08923', 'PF09201', 'PF09426', 'PF13774', 'PF14636', 'PF15001', 'PF16672', 'PF16818', 'PF18639', 'PF19031', 'PF19032', 'PF19033', 'PF19036', 'PF19037', 'PF19038']","['PF00235', 'PF03259', 'PF04086', 'PF04099', 'PF04628', 'PF08923', 'PF13774', 'PF14636', 'PF15001', 'PF16672', 'PF19031', 'PF19032', 'PF19033', 'PF19036', 'PF19037', 'PF19038']"
CL0433,"['PF01145', 'PF11978', 'PF13421']","['PF01145', 'PF11978']"
CL0435,"['PF03666', 'PF06218']","['PF03666', 'PF06218']"
CL0436,"['PF01706', 'PF03448', 'PF14841', 'PF14842']",[]
CL0437,"['PF00679', 'PF09186', 'PF09377', 'PF14492', 'PF16658', 'PF18093', 'PF20268']","['PF00679', 'PF09377', 'PF14492', 'PF20268']"
CL0439,"['PF02357', 'PF03439']",['PF03439']
CL0442,"['PF03953', 'PF12327', 'PF21011', 'PF21493']",[]
CL0445,"['PF00804', 'PF00957', 'PF14523']","['PF00804', 'PF00957', 'PF14523']"
CL0446,"['PF03515', 'PF06958']",[]
CL0447,"['PF06993', 'PF12650']",[]
CL0448,"['PF00928', 'PF10291']","['PF00928', 'PF10291']"
CL0449,"['PF01585', 'PF12656']",['PF12656']
CL0451,"['PF00039', 'PF00093', 'PF05375', 'PF05825', 'PF12714']","['PF00039', 'PF05825', 'PF12714']"
CL0452,"['PF00261', 'PF16526']","['PF00261', 'PF16526']"
CL0453,"['PF01027', 'PF12811']",['PF01027']
CL0456,"['PF09742', 'PF12722']",['PF12722']
CL0457,"['PF02203', 'PF05227', 'PF12729', 'PF16591', 'PF21689']",[]
CL0458,"['PF03129', 'PF04427', 'PF12745']","['PF03129', 'PF04427', 'PF12745']"
CL0459,"['PF00533', 'PF08630', 'PF12738', 'PF16508', 'PF16589', 'PF16759', 'PF16770', 'PF16771', 'PF18428', 'PF21243', 'PF21298']","['PF12738', 'PF16508', 'PF16589', 'PF16759', 'PF16770']"
CL0461,"['PF00131', 'PF01439', 'PF02067', 'PF02068', 'PF02069', 'PF05522', 'PF07846', 'PF11403', 'PF12749', 'PF12809']",['PF00131']
CL0462,"['PF08920', 'PF12815']",['PF08920']
CL0464,"['PF00867', 'PF01367', 'PF09293', 'PF12813']","['PF00867', 'PF12813']"
CL0465,"['PF00023', 'PF11900', 'PF11929', 'PF12796', 'PF13606', 'PF13637', 'PF13857', 'PF18418']","['PF13606', 'PF18418']"
CL0466,"['PF00595', 'PF04495', 'PF09007', 'PF12812', 'PF13180', 'PF14685', 'PF17815', 'PF17816', 'PF17817', 'PF17820', 'PF19805']","['PF04495', 'PF09007', 'PF17817']"
CL0469,"['PF02899', 'PF03930', 'PF12834', 'PF13102', 'PF13495', 'PF14659', 'PF18644', 'PF21400']",[]
CL0471,"['PF04015', 'PF09861']",[]
CL0472,"['PF02517', 'PF06105', 'PF10086', 'PF13367']",['PF06105']
CL0474,"['PF12878', 'PF12887']",[]
CL0475,"['PF00160', 'PF02626', 'PF02682', 'PF04126', 'PF05913', 'PF12903', 'PF18050']",[]
CL0476,"['PF02778', 'PF12928']","['PF02778', 'PF12928']"
CL0477,"['PF01420', 'PF12950', 'PF18135']",[]
CL0478,"['PF03899', 'PF12966']",[]
CL0479,"['PF00614', 'PF03265', 'PF06087', 'PF07894', 'PF09565', 'PF11495', 'PF13090', 'PF13091', 'PF13918', 'PF16565', 'PF17941', 'PF19054', 'PF21806']","['PF00614', 'PF03265', 'PF06087', 'PF07894', 'PF13918', 'PF16565']"
CL0481,"['PF01797', 'PF04986']",[]
CL0482,"['PF00234', 'PF05617', 'PF13016', 'PF14368', 'PF14547']",[]
CL0484,"['PF02453', 'PF04842', 'PF06398', 'PF08372']","['PF02453', 'PF06398', 'PF08372']"
CL0486,"['PF00111', 'PF01799', 'PF10418', 'PF13085', 'PF13510']","['PF01799', 'PF13085']"
CL0487,"['PF00254', 'PF00639', 'PF01272', 'PF09122', 'PF12202', 'PF13145', 'PF13616', 'PF14801', 'PF16109', 'PF18023', 'PF18046']","['PF00639', 'PF12202']"
CL0488,"['PF05751', 'PF13115']",[]
CL0489,"['PF00856', 'PF08666', 'PF13144', 'PF16976', 'PF21182', 'PF21549']",[]
CL0490,"['PF03929', 'PF16357']",[]
CL0491,"['PF05347', 'PF13232', 'PF13233', 'PF20180', 'PF20263']","['PF05347', 'PF20180']"
CL0492,"['PF00163', 'PF01479', 'PF13275', 'PF16714']",['PF00163']
CL0493,"['PF02378', 'PF13303']",[]
CL0496,"['PF07811', 'PF09977', 'PF13400', 'PF16964']",[]
CL0497,"['PF00043', 'PF04399', 'PF09635', 'PF11801', 'PF13410', 'PF14497', 'PF14834', 'PF16865', 'PF17171']","['PF14497', 'PF17171']"
CL0498,"['PF02267', 'PF05014', 'PF09152', 'PF11071', 'PF14359', 'PF15891', 'PF20309']","['PF02267', 'PF05014', 'PF20309']"
CL0499,"['PF01901', 'PF04932', 'PF06899', 'PF13425', 'PF14296']",[]
CL0500,"['PF04306', 'PF05433', 'PF06897', 'PF10247', 'PF11981', 'PF13436', 'PF13441', 'PF13488', 'PF16587', 'PF16998', 'PF19029', 'PF20721', 'PF21724']",['PF10247']
CL0502,"['PF01740', 'PF11964', 'PF13466', 'PF14213']",[]
CL0504,"['PF04630', 'PF04985', 'PF05354', 'PF05521', 'PF05709', 'PF05954', 'PF06199', 'PF06488', 'PF06605', 'PF06763', 'PF06841', 'PF08710', 'PF08813', 'PF09096', 'PF09097', 'PF09393', 'PF11091', 'PF11514', 'PF12206', 'PF13550', 'PF13856', 'PF14594', 'PF16460', 'PF16461', 'PF16463', 'PF16792', 'PF16838', 'PF18994', 'PF20195', 'PF20751', 'PF20752', 'PF20955', 'PF21424', 'PF21425', 'PF21683', 'PF21821']",[]
CL0505,"['PF00805', 'PF01469', 'PF13576', 'PF13599']",['PF13599']
CL0506,"['PF00549', 'PF13607', 'PF16114', 'PF19045']","['PF00549', 'PF16114']"
CL0507,"['PF04082', 'PF11951', 'PF16846']",[]
CL0508,"['PF03734', 'PF10908', 'PF13645']",[]
CL0509,"['PF01193', 'PF13656']","['PF01193', 'PF13656']"
CL0511,"['PF00098', 'PF12353', 'PF13696', 'PF13917', 'PF14392', 'PF14787', 'PF15288', 'PF16641', 'PF21759']","['PF12353', 'PF13696', 'PF15288', 'PF16641']"
CL0512,"['PF00650', 'PF13716']",['PF13716']
CL0513,"['PF03815', 'PF08642']",['PF03815']
CL0515,"['PF07813', 'PF12875', 'PF13801', 'PF16231']",[]
CL0516,"['PF00355', 'PF13806', 'PF18465']",[]
CL0517,"['PF03062', 'PF13813']",['PF03062']
CL0520,"['PF01500', 'PF05287', 'PF13885']","['PF01500', 'PF05287', 'PF13885']"
CL0522,"['PF01906', 'PF11524', 'PF16358']",[]
CL0523,"['PF01021', 'PF03564', 'PF03732', 'PF13961', 'PF14223', 'PF14244', 'PF14893', 'PF16297', 'PF17241', 'PF19259']","['PF14893', 'PF16297']"
CL0524,"['PF09167', 'PF11611', 'PF14263', 'PF16729', 'PF16781']",[]
CL0525,"['PF01569', 'PF02681', 'PF10261', 'PF14360', 'PF14378', 'PF17897']","['PF10261', 'PF14360']"
CL0526,"['PF02393', 'PF07348', 'PF09346', 'PF14433', 'PF14435', 'PF14567', 'PF14568']",['PF09346']
CL0528,"['PF06742', 'PF06863']",[]
CL0529,"['PF00881', 'PF10229', 'PF13486', 'PF14512', 'PF16690']","['PF10229', 'PF16690']"
CL0530,"['PF03372', 'PF14529', 'PF19580']",[]
CL0531,"['PF13193', 'PF14535']",[]
CL0532,"['PF02221', 'PF06477', 'PF14558']",['PF02221']
CL0533,"['PF00156', 'PF11202', 'PF13793', 'PF14572', 'PF14681', 'PF15609', 'PF15610']",['PF14572']
CL0534,"['PF01042', 'PF07736', 'PF09663', 'PF14588']",['PF01042']
CL0535,"['PF02839', 'PF14600']",[]
CL0536,"['PF00132', 'PF07959', 'PF12464', 'PF14602', 'PF16314', 'PF18776', 'PF21711']","['PF00132', 'PF07959']"
CL0537,"['PF00642', 'PF14608', 'PF15663', 'PF16131', 'PF18044', 'PF18260', 'PF18345', 'PF18384', 'PF18585', 'PF18586', 'PF18633', 'PF21457', 'PF21803']","['PF15663', 'PF18044', 'PF18384', 'PF18633']"
CL0539,"['PF00636', 'PF11469', 'PF14622', 'PF20614']","['PF00636', 'PF14622']"
CL0540,"['PF04130', 'PF14609', 'PF17681', 'PF20685']","['PF04130', 'PF17681']"
CL0541,"['PF00017', 'PF02762', 'PF06236', 'PF14633']","['PF02762', 'PF14633']"
CL0542,"['PF00618', 'PF14663']",['PF14663']
CL0544,"['PF02771', 'PF14749', 'PF18158']",['PF14749']
CL0545,"['PF02296', 'PF07386', 'PF09066', 'PF09650', 'PF12305', 'PF14806', 'PF14807', 'PF16381']","['PF02296', 'PF09066', 'PF14806', 'PF14807', 'PF16381']"
CL0546,"['PF02838', 'PF03648', 'PF05124', 'PF12971', 'PF14845', 'PF18229']","['PF12971', 'PF14845']"
CL0547,"['PF00219', 'PF00757', 'PF12190', 'PF14843', 'PF15913']","['PF00219', 'PF00757', 'PF14843', 'PF15913']"
CL0548,"['PF00216', 'PF05261', 'PF14848', 'PF14908', 'PF18174', 'PF18175', 'PF18289', 'PF18291']","['PF14908', 'PF18289']"
CL0550,"['PF00530', 'PF09272', 'PF15494']","['PF09272', 'PF15494']"
CL0551,"['PF00452', 'PF02180', 'PF06227', 'PF06393', 'PF06489', 'PF10186', 'PF11099', 'PF15286', 'PF17649']","['PF00452', 'PF02180', 'PF06393', 'PF10186']"
CL0552,"['PF00632', 'PF09814']",['PF09814']
CL0559,"['PF03351', 'PF06452', 'PF09985', 'PF16010', 'PF16011']",[]
CL0560,"['PF02431', 'PF16035', 'PF16036']",[]
CL0561,"['PF08513', 'PF09398', 'PF16045', 'PF17814', 'PF21051']","['PF08513', 'PF09398', 'PF16045']"
CL0562,"['PF06946', 'PF16079']",[]
CL0563,"['PF04971', 'PF10746', 'PF16080', 'PF16082']",[]
CL0564,"['PF05106', 'PF16083', 'PF16085']",[]
CL0567,"['PF06222', 'PF06894', 'PF06896', 'PF08748', 'PF08890', 'PF09550', 'PF10109', 'PF10666', 'PF10876', 'PF10963', 'PF11836', 'PF12363', 'PF16459', 'PF16462', 'PF21822']",[]
CL0568,"['PF00555', 'PF01419', 'PF03762', 'PF09131', 'PF16458']","['PF01419', 'PF03762']"
CL0570,"['PF02244', 'PF05922', 'PF09286', 'PF16470', 'PF18237', 'PF18492', 'PF18513', 'PF21496']","['PF02244', 'PF05922', 'PF09286', 'PF16470']"
CL0571,"['PF00803', 'PF00845', 'PF01107', 'PF01573', 'PF03300', 'PF03558', 'PF16505']",[]
CL0572,"['PF01963', 'PF04187', 'PF05139']",['PF01963']
CL0576,"['PF03370', 'PF03423', 'PF16738', 'PF16760']",['PF03370']
CL0577,"['PF01692', 'PF02725', 'PF16821']",[]
CL0578,"['PF09407', 'PF09952', 'PF11459']",[]
CL0580,"['PF03652', 'PF14639', 'PF16921']","['PF14639', 'PF16921']"
CL0582,"['PF02080', 'PF03493', 'PF06241', 'PF21014']",['PF03493']
CL0584,"['PF01846', 'PF16512']","['PF01846', 'PF16512']"
CL0586,"['PF15489', 'PF15491']",['PF15489']
CL0587,"['PF17107', 'PF17111', 'PF20701']",[]
CL0588,"['PF00828', 'PF17135']","['PF00828', 'PF17135']"
CL0589,"['PF02172', 'PF09606', 'PF16987']","['PF02172', 'PF09606']"
CL0590,"['PF04728', 'PF09403', 'PF11839']",[]
CL0591,"['PF02780', 'PF09363', 'PF16870', 'PF17147']","['PF02780', 'PF16870']"
CL0592,"['PF00353', 'PF06594', 'PF08548', 'PF21735']",[]
CL0593,"['PF07501', 'PF17041']",[]
CL0595,"['PF00523', 'PF01601', 'PF12259', 'PF17072']",[]
CL0596,"['PF03997', 'PF07200', 'PF09454']","['PF03997', 'PF07200', 'PF09454']"
CL0597,"['PF02436', 'PF07836']",['PF02436']
CL0598,"['PF01468', 'PF02216', 'PF07554', 'PF07564', 'PF17573', 'PF18449']",[]
CL0599,"['PF09094', 'PF09210', 'PF09261']",['PF09261']
CL0601,"['PF01923', 'PF09155']",['PF01923']
CL0602,"['PF00040', 'PF00051']",['PF00040']
CL0603,"['PF00390', 'PF00763', 'PF02812', 'PF08501', 'PF09176']","['PF00390', 'PF00763', 'PF02812']"
CL0604,"['PF08542', 'PF09115', 'PF12002', 'PF12169', 'PF14840', 'PF21694']","['PF08542', 'PF12002']"
CL0605,"['PF00740', 'PF02305', 'PF02306', 'PF02336']",[]
CL0606,"['PF06715', 'PF07212', 'PF09089', 'PF12219', 'PF18338', 'PF18715', 'PF20744', 'PF21446']",[]
CL0607,"['PF00020', 'PF07562', 'PF09256', 'PF09257', 'PF09305', 'PF12191', 'PF18278']","['PF09256', 'PF09257', 'PF09305', 'PF12191', 'PF18278']"
CL0608,"['PF02852', 'PF09242', 'PF14721', 'PF14759', 'PF18113', 'PF18267', 'PF21791']","['PF02852', 'PF14721', 'PF14759', 'PF18267']"
CL0609,"['PF02229', 'PF04686', 'PF04845', 'PF08536', 'PF08848', 'PF09387', 'PF11680', 'PF18228']","['PF02229', 'PF04845', 'PF09387']"
CL0611,"['PF01065', 'PF04451', 'PF09018']",[]
CL0612,"['PF01082', 'PF03712', 'PF09112', 'PF09113']","['PF01082', 'PF03712']"
CL0613,"['PF00348', 'PF00494', 'PF01040', 'PF03936', 'PF06330', 'PF07307', 'PF19086']","['PF00348', 'PF00494']"
CL0614,"['PF02828', 'PF09045', 'PF09058', 'PF09060', 'PF18031']","['PF02828', 'PF09045', 'PF09058', 'PF09060', 'PF18031']"
CL0615,"['PF03306', 'PF03479', 'PF08925']",['PF08925']
CL0616,"['PF02735', 'PF07744', 'PF11232', 'PF18636']","['PF02735', 'PF07744', 'PF11232']"
CL0617,"['PF00141', 'PF03098', 'PF11895']",['PF03098']
CL0618,"['PF02240', 'PF02745', 'PF02783']",[]
CL0619,"['PF01789', 'PF04603', 'PF08786', 'PF09449', 'PF10738', 'PF12712', 'PF14032', 'PF18702', 'PF18933', 'PF20928']",['PF04603']
CL0620,"['PF00713', 'PF02822', 'PF09065']",['PF02822']
CL0622,"['PF00708', 'PF04940', 'PF06544', 'PF17773']","['PF00708', 'PF06544', 'PF17773']"
CL0623,"['PF02290', 'PF05486']","['PF02290', 'PF05486']"
CL0625,"['PF01652', 'PF03536', 'PF08939']","['PF01652', 'PF08939']"
CL0626,"['PF01819', 'PF09063']",[]
CL0627,"['PF02522', 'PF04260']",[]
CL0628,"['PF03433', 'PF11439']",[]
CL0629,"['PF00068', 'PF05826', 'PF06951', 'PF08398', 'PF09056']","['PF00068', 'PF05826', 'PF06951']"
CL0630,"['PF00088', 'PF01437', 'PF17205']","['PF00088', 'PF17205']"
CL0631,"['PF04237', 'PF04993', 'PF08818', 'PF09400', 'PF17648', 'PF18899', 'PF19694']",[]
CL0632,"['PF00373', 'PF00887', 'PF18377', 'PF18379', 'PF21271']","['PF00887', 'PF18377', 'PF18379']"
CL0633,"['PF01029', 'PF09185']",[]
CL0634,"['PF07194', 'PF09078']",[]
CL0635,"['PF01960', 'PF02738', 'PF03576', 'PF04734', 'PF20256']","['PF02738', 'PF04734', 'PF20256']"
CL0636,"['PF07968', 'PF09203', 'PF12563']",[]
CL0637,"['PF07688', 'PF08673']",[]
CL0639,"['PF01868', 'PF07073']",['PF01868']
CL0640,"['PF11429', 'PF12106']",[]
CL0642,"['PF07525', 'PF17211']",['PF17211']
CL0643,"['PF05135', 'PF11436', 'PF11650', 'PF17212']",[]
CL0645,"['PF03872', 'PF13490']",[]
CL0646,"['PF01893', 'PF07201', 'PF09025', 'PF09059', 'PF21439']",[]
CL0647,"['PF13634', 'PF15967']",[]
CL0648,"['PF01273', 'PF02886', 'PF06585', 'PF07273', 'PF09229', 'PF16984', 'PF17047', 'PF18696']","['PF01273', 'PF02886', 'PF09229', 'PF17047', 'PF18696']"
CL0649,"['PF00849', 'PF01142', 'PF01416', 'PF01509', 'PF08068', 'PF10105', 'PF16198', 'PF21238']","['PF01142', 'PF01416', 'PF01509', 'PF08068', 'PF16198']"
CL0650,"['PF03018', 'PF06351', 'PF11528', 'PF11578', 'PF18678']",[]
CL0651,"['PF02301', 'PF06581', 'PF07855', 'PF10033', 'PF18173']","['PF02301', 'PF06581', 'PF07855', 'PF10033']"
CL0652,"['PF00281', 'PF00827', 'PF01251', 'PF05162']","['PF00281', 'PF00827', 'PF01251', 'PF05162']"
CL0653,"['PF02250', 'PF04490', 'PF04491', 'PF07190']",[]
CL0654,"['PF08863', 'PF10902', 'PF13280', 'PF18488']",[]
CL0655,"['PF04351', 'PF11356', 'PF16537']",[]
CL0656,"['PF02009', 'PF17410']",[]
CL0658,"['PF01123', 'PF01376', 'PF02258', 'PF02918', 'PF06453', 'PF09199', 'PF09275', 'PF09276', 'PF18047', 'PF18065']",[]
CL0659,"['PF00188', 'PF17641']",[]
CL0660,"['PF05120', 'PF06464', 'PF08044', 'PF09851', 'PF10832', 'PF18495', 'PF18822', 'PF20612']",['PF06464']
CL0661,"['PF00791', 'PF01825', 'PF04096', 'PF06697', 'PF10577', 'PF13553', 'PF16489']","['PF00791', 'PF04096', 'PF10577', 'PF13553', 'PF16489']"
CL0662,"['PF04658', 'PF04801', 'PF05132', 'PF06870', 'PF08208', 'PF08615', 'PF12157', 'PF17683', 'PF17745']","['PF04658', 'PF04801', 'PF05132', 'PF06870', 'PF08208', 'PF08615', 'PF12157', 'PF17683', 'PF17745']"
CL0663,"['PF02578', 'PF03975', 'PF05785', 'PF17752']",['PF02578']
CL0664,"['PF14814', 'PF17757']",[]
CL0666,"['PF01505', 'PF17794', 'PF17795', 'PF17796']","['PF01505', 'PF17794', 'PF17795', 'PF17796']"
CL0667,"['PF04324', 'PF16901', 'PF17806']",['PF16901']
CL0668,"['PF09183', 'PF14810', 'PF17126', 'PF17832', 'PF17833']","['PF17832', 'PF17833']"
CL0669,"['PF13767', 'PF17835']",['PF17835']
CL0670,"['PF01648', 'PF17837']",[]
CL0671,"['PF02151', 'PF08369', 'PF08406', 'PF09336', 'PF10431', 'PF12213', 'PF13335', 'PF14629', 'PF16193', 'PF17855', 'PF17856', 'PF17857', 'PF17862', 'PF17863', 'PF17864', 'PF17865', 'PF17866', 'PF17867', 'PF17868', 'PF17871', 'PF17872', 'PF18198', 'PF20436', 'PF21108', 'PF21328', 'PF21376', 'PF21396', 'PF21450', 'PF21499', 'PF21500', 'PF21639']","['PF09336', 'PF10431', 'PF12213', 'PF14629', 'PF16193', 'PF17855', 'PF17856', 'PF17857', 'PF17865', 'PF17867', 'PF17872', 'PF18198']"
CL0672,"['PF02331', 'PF05268', 'PF09972', 'PF12810', 'PF12969', 'PF14415', 'PF17899', 'PF17900', 'PF21722']",['PF17900']
CL0673,"['PF02213', 'PF14237']","['PF02213', 'PF14237']"
CL0674,"['PF00608', 'PF06536']",[]
CL0676,"['PF14015', 'PF18142', 'PF18159', 'PF18160', 'PF18169', 'PF18181', 'PF18183', 'PF18184', 'PF18186']",[]
CL0677,"['PF08544', 'PF09109', 'PF18376', 'PF21433']",['PF18376']
CL0678,"['PF12032', 'PF18322', 'PF18398', 'PF18399']",[]
CL0679,['PF05010'],['PF05010']
CL0680,"['PF00397', 'PF18507', 'PF20625']",[]
CL0681,"['PF00672', 'PF18575', 'PF18947']",[]
CL0682,"['PF17883', 'PF18657', 'PF18676', 'PF18887']",[]
CL0683,"['PF15884', 'PF17050']",['PF15884']
CL0684,"['PF05670', 'PF18297']",['PF05670']
CL0685,"['PF03186', 'PF17113']",[]
CL0687,"['PF18717', 'PF18718', 'PF18721', 'PF18802', 'PF18803', 'PF18804']",['PF18717']
CL0688,"['PF12033', 'PF18809', 'PF18810', 'PF18812', 'PF18813', 'PF18814', 'PF18819']",[]
CL0689,"['PF02412', 'PF03495', 'PF14092', 'PF18884']",['PF02412']
CL0690,"['PF04956', 'PF12750', 'PF12963', 'PF13572', 'PF16943', 'PF18895']",[]
CL0691,"['PF06141', 'PF06891', 'PF08873', 'PF09646', 'PF11367', 'PF12691', 'PF13554', 'PF16724', 'PF16807', 'PF20765']",[]
CL0692,"['PF00090', 'PF19028', 'PF19030', 'PF19035']","['PF19028', 'PF19035']"
CL0693,"['PF16592', 'PF18470']",[]
CL0694,"['PF01473', 'PF19085', 'PF19127', 'PF21540']",[]
CL0695,"['PF09412', 'PF14436', 'PF19215']",['PF09412']
CL0696,"['PF01660', 'PF19222', 'PF19223']",[]
CL0697,"['PF03315', 'PF19304', 'PF19305']","['PF19304', 'PF19305']"
CL0698,"['PF04610', 'PF19478', 'PF19511', 'PF19590', 'PF19597']",[]
CL0700,"['PF08401', 'PF10403', 'PF10404', 'PF20054']","['PF10403', 'PF10404']"
CL0701,"['PF00609', 'PF19279', 'PF19280', 'PF20143']",['PF19280']
CL0702,"['PF02809', 'PF18282']","['PF02809', 'PF18282']"
CL0703,"['PF07869', 'PF17090']",[]
CL0704,"['PF00403', 'PF19991', 'PF21645']",[]
CL0705,"['PF01044', 'PF01608', 'PF05482', 'PF06840', 'PF08913', 'PF09141', 'PF12026', 'PF13324', 'PF16515', 'PF20936', 'PF21692']","['PF01044', 'PF01608', 'PF08913', 'PF09141', 'PF12026', 'PF16515']"
CL0706,"['PF07019', 'PF08690', 'PF14963', 'PF19094']","['PF07019', 'PF14963']"
